dependent,model,formula,term,coefficient,robust_se,t_stat,p_value,p_stars,ci_lower,ci_upper,r_squared,adj_r_squared,aic,bic,sample_size,sample
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Cutter,-0.45676045534295706,0.17848016271314576,-2.559166511278146,0.010642145865078426,*,-0.8070094904593428,-0.10651142022657134,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Four-Seam,-0.24753068858128943,0.12099084030752372,-2.0458630417983543,0.04103744476339147,*,-0.48496281790839735,-0.010098559254181488,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Sinker,-0.07190605499315526,0.13800555200873355,-0.5210374071660883,0.6024589047443111,,-0.342727812980061,0.19891570299375044,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Slider,-0.19444383666073872,0.1175408498658749,-1.6542660435296948,0.09839500501779494,+,-0.4251057131766683,0.03621803985519084,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Splitter,-0.917546890817593,0.4367879251109694,-2.100669084623809,0.035926066342585314,*,-1.7746984475790173,-0.060395334056168704,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Standardized OLS,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),batter_side_R,0.0473051765812837,0.06384856714278138,0.7408964476132641,0.4589344398185256,,-0.07799109553868694,0.17260144870125432,0.0962370724243643,0.0860512197570159,-75.97394282520685,-17.225750452232433,988,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),Intercept,0.3270811377510605,0.013849344248033817,23.617084815946864,6.742263609665293e-97,***,0.2999013962692138,0.3542608792329072,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),movement_quality_20_80,-0.0002094066311203949,0.00017518566155395887,-1.1953411555653808,0.23225979695797025,,-0.0005532135946189648,0.00013440033237817496,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),location_score_20_80,-0.0012786168077779869,0.00017383504974515413,-7.355345252021766,4.191297713814515e-13,***,-0.0016197731562619972,-0.0009374604592939765,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_count,-0.0003105292874560532,7.120938700790493e-05,-4.3607914701130825,1.4412602028603256e-05,***,-0.0004502797836017753,-0.00017077879131033107,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),batted_ball_count,0.0004923957820345627,0.00011839791440053711,4.158821416134074,3.4961412022543985e-05,***,0.00026003642640274113,0.0007247551376663843,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Curveball,0.007840322691482843,0.008122575199400926,0.9652508593655249,0.33467118887697345,,-0.008100467726656919,0.023781113109622606,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
xwoba_frontier,Cook's distance <= 4/n,xwoba_frontier ~ movement_quality_20_80 + location_score_20_80 + pitch_count + batted_ball_count + C(pitch_type) + C(batter_side),pitch_type_Cutter,-0.022345996236179576,0.007952565521874419,-2.809910358451549,0.0050599571242970365,**,-0.037953137710237485,-0.006738854762121667,0.1213041880677369,0.11086611686767756,-5632.6475388615845,-5574.52253947351,938,All
